file_name,label
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/1.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/101.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/103.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/105.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/107.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/109.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/11.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/111.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/113.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/115.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/117.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/119.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/121.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/123.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/125.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/127.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/129.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/13.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/131.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/133.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/135.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/137.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/139.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/141.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/143.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/145.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/147.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/149.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/15.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/151.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/153.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/155.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/157.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/159.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/161.jpg,0
C:/Users/ABC/Desktop/dongju/vision/Splited/train/KTH_aluminium_foil/163.jpg,0
